price,bedrooms,bathrooms,sqft_living,condition,yr_built
645000,4,2.5,2430,5,1963
730000,4,2,2360,5,1939
366000,3,1.75,1510,3,1967
290000,3,2.5,2080,3,2002
472500,3,2,1750,3,1982
550000,3,2,1810,3,1925
410000,4,1.75,1790,4,1969
440000,4,2.75,2340,3,1967
535000,3,2.5,1690,3,1984
300000,4,2.5,2070,3,2003
432500,3,2.5,2240,3,2002
870000,4,3,4500,3,1980
492000,3,1.75,2770,4,1978
199950,3,1,1010,3,1969
439800,3,1.5,1120,5,1956
320000,5,2.5,3020,4,1978
687000,4,3.25,4400,4,1993
345000,3,1.75,1990,3,1963
274950,3,1,1450,3,1958
270000,4,2.5,1920,3,1998
342000,2,2.5,1175,3,2005
327000,3,1.5,1320,3,1970
610000,5,2.5,3990,4,1962
455000,2,1,1140,3,1947
540000,4,1.75,1720,4,1925
411000,4,2.75,2150,5,1976
544000,3,1.5,1790,3,1910
802000,2,2.5,2210,3,2003
568500,3,2.75,2180,4,1981
391000,3,2.25,1410,3,2004
298000,3,2.5,1950,3,2010
400000,3,2.5,1495,3,2006
425000,3,2.25,1660,3,1979
328500,3,2.5,1950,4,1990
650000,5,2.75,2550,5,1902
850000,3,1.75,1370,5,1911
930000,4,2.5,2200,5,1908
530000,3,1.75,1250,5,1942
495000,4,2.25,2220,4,1961
500000,3,1.75,1620,5,1945
325000,3,1.75,2250,3,1980
365000,3,2.5,1720,4,1990
471000,4,2.5,3030,3,1998
223000,3,1,1030,3,1961
503000,3,2.5,2190,3,1999
230000,3,2,1440,4,1942
550000,4,2.5,2170,3,1980
1100000,4,3.75,2930,5,1925
193000,3,1.5,1180,3,1960
590000,4,4.25,2360,4,1939
712500,3,1.5,1660,4,1956
689800,3,2.75,2390,5,1942
430000,3,2,1360,4,1924
785200,3,2.25,1840,5,1910
474900,3,2.25,1800,4,1976
1070000,4,3.75,4130,3,2001
435000,3,1.75,2220,3,1988
941500,5,3.5,3490,3,1980
312000,4,2.5,1830,3,2003
835000,4,2.75,1550,3,1930
713250,3,2,2050,4,1951
440000,2,1,1230,3,1906
580135,4,2.5,3150,3,2014
575000,3,2.25,3800,4,1976
613000,3,2.5,1350,3,1991
235000,3,2,1530,4,1970
660000,3,2.5,2290,4,1953
280000,2,1.5,1480,4,1940
268000,3,1.75,1970,4,1966
235000,2,1,720,4,1947
390000,3,2,1080,5,1947
654950,4,2.5,2790,3,1987
449500,5,2.75,2040,4,1969
150000,3,1,1320,3,1959
440000,3,2.25,1680,4,1989
710000,3,2,2140,4,1928
420000,3,1.75,1660,3,1981
312000,3,2.25,1540,5,1954
320000,3,2,1880,5,1952
235000,3,1,1250,4,1959
437000,5,2,2120,3,1913
545000,3,1.75,1810,4,1903
640000,3,2.5,2370,3,1993
432000,3,2.5,1970,4,2003
548000,3,2.5,2110,3,2001
830000,3,3,2080,3,2004
875000,4,2.25,3720,5,1970
409950,2,1.75,1370,5,1944
695000,4,2.5,2961,3,1998
562100,3,2.25,2090,3,1983
475000,3,2.5,2600,3,1989
425000,3,2.25,1870,3,1978
600000,4,2.5,2620,3,1987
770000,3,2.5,2430,3,1987
239000,3,1.75,1340,4,1968
295000,2,1,1170,3,1963
560000,3,1.75,2000,5,1963
613000,5,2.5,2070,4,1967
960000,4,3,4590,3,1981
847000,5,1,2550,4,1905
206000,3,1,1060,4,1962
253000,2,1.75,1220,5,1921
430000,4,2.25,1790,4,1973
605000,3,2,2060,4,1947
425000,2,2.5,1140,3,2007
720000,4,2.5,2870,4,1986
375900,6,1.5,2550,4,1958
1298000,4,3.5,2790,5,1985
210000,3,1,1110,3,1962
234000,2,1,940,4,1952
285000,3,1.75,2880,3,1958
400000,3,1.5,1200,4,1962
718000,3,1,1030,5,1952
174500,2,2.5,1240,3,1986
222400,3,2,1200,3,1995
402500,3,3.25,2780,3,2009
250000,3,2.25,1765,3,1996
600000,4,2.5,1960,4,1958
930000,2,2.5,2680,3,2006
272500,3,2,1410,4,1983
363990,4,2.5,2240,3,2014
575000,4,2.75,3120,3,2010
400000,3,2.25,1450,3,2009
427874,3,3,2340,3,2013
309000,5,2.75,2481,3,2014
320000,3,3.25,1530,3,2013
390000,3,2.25,1250,5,1942
299000,1,0.75,560,3,1967
375000,4,1.75,2200,5,1955
240500,3,1.75,1460,3,1997
320000,3,1.5,1650,5,1978
1270000,5,2.5,3200,3,1952
658588,3,2.25,2560,3,1986
270000,3,2.25,2080,3,2003
327500,3,1,1070,3,1989
340000,3,1.75,2190,4,1978
200000,3,1.5,2060,3,1903
1025000,3,1.75,2640,4,1960
275000,3,2.5,1720,3,1983
1126000,5,3.5,3880,4,1979
280000,2,1,960,3,1942
485000,3,2.5,2340,3,1985
1901000,3,2.5,2660,3,1992
865000,3,1.75,2090,3,1947
532000,3,2.5,1820,3,1993
364950,4,2.5,2310,3,1978
212500,3,1,920,4,1977
135000,1,1,790,3,1942
437000,2,1.75,1500,4,1942
390000,3,1,1240,4,1952
760000,4,2.5,2730,3,1986
119500,3,1,1170,2,1980
2400000,5,3.25,3410,3,1912
837500,4,2.5,2700,4,1994
327500,4,1.75,1650,3,1968
175000,2,1,670,3,1919
289950,3,2,1670,3,1992
400000,3,1.75,1530,3,1986
219950,3,2.25,1500,3,1984
161700,4,1.75,1720,3,1974
500000,5,3,2920,3,2003
465000,3,1,910,3,1948
540000,3,1,1050,4,1925
525000,3,2,1540,3,2004
324950,3,1,1210,3,1949
565000,5,2.5,2650,3,1961
760500,3,2,1990,5,1912
1100000,5,2.75,2660,5,1969
603500,4,2.5,4060,3,1977
453500,5,2.5,2300,5,1967
583000,6,2.75,2630,4,1974
275000,2,1,770,5,1948
875000,4,2.75,3790,3,1999
335000,4,2.75,2540,4,1979
646000,4,2.25,2500,4,1978
392500,4,2.5,2150,3,2005
785000,3,1.75,1670,5,1961
470000,3,2,1800,3,1956
560000,3,2.5,2070,3,1996
519000,2,1,830,4,1920
746000,3,2.25,2370,4,1973
317000,3,1,1010,3,1959
371000,3,1.5,1420,3,1959
250000,4,2,2120,4,1960
532000,4,1.75,2020,4,1979
499950,3,2.5,1520,3,2007
375000,2,1,820,4,1922
640000,3,2.5,1690,3,2007
400000,3,2,2260,3,1986
572000,3,2.25,1830,4,1986
310000,3,2,1350,3,1995
989000,5,3.5,3280,3,2003
685000,4,2.5,2770,4,1989
907500,4,2.5,2770,4,1987
427500,4,2.5,2460,3,2003
860000,3,3.25,4720,3,1998
365000,2,1,1250,4,1947
250500,3,2,1710,4,1988
411715,3,1.75,1840,5,1952
415000,4,2.5,2000,3,1999
129000,1,1,650,4,1967
489000,3,1.5,1020,3,1930
170000,2,1,1500,3,1950
418500,3,2.5,2060,3,2007
261000,3,1.5,1810,3,1983
2005000,6,4.5,3810,5,1969
355000,2,1.75,1650,4,1947
742000,3,3.25,1540,3,2011
399950,3,1.5,2080,3,1959
791000,3,2.25,2430,3,1989
190000,5,2,1750,4,1943
229500,3,1.75,1770,4,1968
539000,3,2.5,1710,3,2005
549000,4,2.25,2740,3,1991
545000,5,2.5,2730,5,1958
285000,3,2.5,2437,3,2011
648000,4,2.5,3290,3,2008
610000,4,3.5,2910,3,2012
767450,3,2,1630,3,2006
765000,4,3,4410,3,2006
586500,3,2.5,1780,3,2006
520000,3,3.25,1540,3,2011
455000,3,1.75,1420,3,2006
653000,3,2.5,2680,4,1979
279950,3,2,1750,3,1961
449950,3,2.5,2170,3,2003
565000,3,2.75,2390,5,1977
620000,4,2.25,2400,4,1929
269000,3,1,1690,3,1967
875000,3,3.5,3250,3,2001
630000,4,3.75,4610,4,1980
425000,4,2.75,2440,4,1957
647500,3,1.75,1290,5,1916
450000,4,1,2000,3,1916
440000,3,1,1050,3,1900
445000,4,2.5,2340,3,2008
530000,4,2.25,2210,4,1968
875000,5,2.5,2920,3,1906
685000,3,2.75,3150,4,1990
798000,3,3.5,3590,3,1999
297500,4,2.5,1910,3,2005
749950,4,2.75,3110,4,1983
495000,5,3,2440,3,2006
540000,4,2.25,1330,3,1962
395000,3,1.75,1460,4,1961
1300000,6,4.5,3902,4,1977
1075000,5,4.75,5180,3,2001
214100,2,2.5,1150,3,2004
210000,4,1.5,1920,3,1959
499500,3,2.5,2520,3,1988
546000,2,1,970,3,1924
292000,5,2.5,2490,4,1989
289000,3,2,1680,3,1993
240000,3,1,1150,4,1957
395000,4,3,1980,4,1983
795000,4,2.25,2070,4,1967
955000,4,4.25,5660,3,2001
725000,4,2.75,2420,3,1977
335000,4,2.5,2610,3,2009
492000,4,3.75,2810,4,1994
250000,3,2.5,1510,2,1976
700000,3,1.75,1910,3,1959
545000,3,1.75,1700,5,1931
555000,4,2.75,2020,4,1976
640000,3,1.75,2340,5,1917
390000,3,2,1463,3,2003
466500,3,1,1430,3,1945
372500,3,1.5,1180,3,1981
1800000,5,4.5,4400,3,2003
255000,3,2.5,1610,3,1994
466800,3,2.5,1480,3,1996
749000,3,2.5,2670,3,1987
610000,4,1.75,1830,3,1990
356000,2,1,920,4,1914
165000,3,1,1150,4,1908
229000,2,1,1190,3,1941
530000,4,3.25,4160,3,1973
499950,3,2.5,2370,3,2001
619000,4,1.75,1660,3,1926
547000,3,2.5,1480,4,1968
359800,4,2.5,2390,3,1999
499000,3,3.5,1690,3,2008
189000,3,1,1010,3,1958
799000,4,3.5,3500,3,1994
257000,4,2.75,2330,3,1990
270000,3,1.5,1890,3,1957
453500,4,1.75,2000,3,1959
237000,3,1,1130,3,1954
456000,4,1.75,1670,5,1947
355500,3,2.5,2600,3,2004
299950,4,1.75,1560,4,1965
335000,3,2,1170,3,1919
268500,4,2.5,2100,3,2006
385000,3,2.25,1710,3,1978
376000,4,2.75,2420,3,2005
605004,4,2,1370,3,1951
886000,4,2,2660,4,1923
560000,4,2.5,2260,3,2003
343000,4,2.5,2070,3,2004
1415000,4,5.25,4670,3,1989
270000,3,1,1500,4,1968
411605,4,2.5,2658,3,2014
550000,4,2.5,2700,3,2007
465000,3,2.25,1530,3,2014
584000,3,2.5,1480,3,2007
275000,3,3,1390,3,2006
324500,3,2.5,1660,3,2009
700000,3,2.5,2050,3,2011
385200,4,1,1550,3,1954
270000,4,2.25,1900,4,1975
735000,4,2.5,2820,3,2013
389250,2,1.5,1490,3,1956
315000,3,1.5,1750,3,1954
545000,4,2.5,2040,3,1990
550000,3,1.5,1900,3,1926
415000,3,1.75,1910,3,1977
387500,3,1,1560,4,1953
432000,3,1.75,1470,4,1939
402000,3,2.5,2700,4,1959
1035000,4,3.25,3450,4,1960
294700,3,2,1970,4,1967
744000,3,2.5,2670,3,1986
715000,3,2.5,2550,3,1990
500000,4,1,1720,4,1904
1300000,4,4,4270,3,2004
1150000,3,1.5,2170,3,1979
650000,4,2.5,2840,3,1990
435000,4,2.75,3270,4,1983
510000,3,1.75,1480,3,1974
525000,5,2.75,2440,4,1972
920000,4,2.75,2880,5,1928
200000,2,1,1730,3,1962
435000,2,1,1260,5,1926
809950,4,2,2230,5,1959
1370000,2,2.25,2460,4,1936
455000,4,1.75,2050,4,1959
471000,3,2.5,2030,3,2001
253500,2,1,810,3,1948
185000,3,1,1840,4,1953
535500,3,1.5,1730,4,1983
835000,2,2,2280,3,2002
589500,4,2.5,2630,3,2008
680000,3,2.25,2270,3,1975
360000,3,1.75,1020,4,1953
595000,4,2.5,1990,3,2005
300000,4,2.5,2680,3,1999
660000,3,1.75,1980,4,1926
570000,3,2.5,2400,3,1993
285000,2,1,780,4,1943
435000,3,2,980,3,1940
160000,3,1,1210,2,1918
805000,5,2.5,4600,3,1956
450000,3,2.5,1480,3,2005
510000,4,1.5,1320,4,1954
1120000,5,2.75,4400,5,1963
1280000,4,3.5,3010,3,1999
539000,3,2,2260,3,1985
407193,4,2,1880,3,1978
320000,3,1.75,1370,4,1983
739000,4,3,2720,5,1919
452000,2,1.75,1740,4,1946
600000,4,2.5,2560,3,2001
279000,5,2.5,2690,3,2012
895000,4,3,3240,3,2013
585000,4,2.5,2430,3,2008
405000,2,2,1405,3,2007
837219,5,2.75,3030,3,2014
969990,4,2.5,4150,3,2014
490000,3,3,1730,3,1985
611000,6,2.5,3820,4,1974
462000,4,2.5,3070,3,2006
540000,4,2.5,1780,3,1994
260000,4,2.5,1811,3,2007
510000,4,2.25,2450,3,1976
567500,3,2.5,2300,3,2001
445000,2,1,1440,3,1915
684680,4,2.25,2370,4,1979
2700000,4,3.25,4420,3,2001
455000,3,1,1300,3,1927
540000,5,3,2870,3,2007
530000,3,2.75,3400,3,2009
410000,3,1,1410,4,1956
450000,3,1.75,1640,3,1940
609900,4,2.5,3190,3,2006
648000,4,2.5,2380,3,1992
550000,3,2.5,2260,3,2005
347000,3,1.75,1240,4,1978
1635000,5,3.5,4220,3,1958
1339000,4,2.5,4250,4,1972
288350,3,1.5,1860,3,1963
1150000,3,2.5,2850,4,1954
525000,3,3,2470,4,1980
250250,3,2.25,2210,4,1969
341000,4,1.75,1920,4,1975
700000,4,3,3150,3,2000
390000,4,1.75,2700,4,1968
539950,3,2.25,2190,4,1963
552000,2,2.5,1380,3,2006
250000,5,1.5,2520,4,1928
502000,3,1.75,1300,4,1963
480000,4,1.75,2220,4,1964
378500,2,1,730,3,1946
1350000,4,3.25,3300,5,1985
1900000,4,3.25,4130,3,1978
605000,3,2.5,2670,3,1981
307550,4,2.5,1980,3,2003
304700,2,1,740,4,1949
568000,3,1.75,2050,4,1977
385000,3,1.75,1230,3,1987
345000,3,2.5,1210,3,2008
435000,3,2.25,1890,4,1973
579000,2,2,1870,3,2003
236000,3,1.75,1330,3,1998
305100,3,2,1590,4,1974
368000,3,1.75,1710,4,1958
255000,2,1,1200,5,1917
400000,2,1,1140,3,1942
440000,3,1.75,2240,3,1948
417000,2,1,920,3,1919
435000,2,1,800,3,1906
475000,4,2.75,1980,5,1952
563500,4,2.5,2800,3,2001
285000,3,2.25,1680,3,1987
471000,4,2.5,2330,3,1998
500000,4,1.75,2240,4,1965
640000,3,2.5,2140,3,1991
442500,4,2.5,2170,3,1992
213400,3,1.5,1150,4,1963
831000,4,2.5,2030,4,1926
325000,3,2,1350,3,1986
425000,2,1,910,4,1905
550000,4,2.5,2700,4,1968
599950,4,3.5,3730,3,1991
1225000,4,2.5,2740,3,1984
750000,4,3.25,2050,4,1987
290000,4,3,2390,3,1974
270000,4,2.75,1990,3,1999
229950,4,1.75,1300,4,1969
234999,3,1,1330,3,1948
265000,2,1,1000,3,1960
367300,4,2.75,2190,3,1993
550000,3,1.75,1380,3,1900
743700,4,2.5,2610,3,1988
352750,2,1.75,1060,3,2008
403950,2,1,710,4,1943
980000,4,2.5,2730,5,1909
585000,4,1.75,2470,3,1937
554000,3,1.75,1760,3,1977
546000,3,2.5,1530,3,1998
280000,2,1.75,1610,2,1948
212500,2,2,1030,4,1938
739000,4,2.5,2800,3,1999
428000,3,2,1310,3,1986
965000,4,2.25,3160,4,1981
364900,3,3,2500,3,1997
559000,3,1.5,2070,4,1948
213000,4,1.75,1980,2,1978
620000,3,2.5,2590,3,2004
240000,4,1,1910,3,1934
852500,3,2.5,2630,4,1967
600000,3,2.5,2630,3,2004
410000,3,2.5,1960,3,2006
328000,3,1.75,1440,3,1977
625000,3,1.75,2210,3,1958
649950,4,2.5,2350,4,1994
235000,3,1,1590,3,1944
489000,3,3.5,1500,3,2004
536000,3,2.5,1900,3,2005
400000,4,3.5,2370,3,2013
398000,3,2.5,1720,3,2004
379000,4,1.5,2020,4,1960
345000,2,1.5,1340,3,2008
365000,3,2.5,1800,3,2011
315000,3,2.5,1480,3,2010
571000,4,2,2750,5,1916
1025000,5,4,3760,3,1983
695000,3,2.75,2540,3,2005
225000,3,1.75,1760,3,1979
740000,3,2.5,3000,3,1995
315000,4,2.5,1930,4,1992
1230000,4,2.5,3040,3,2001
420000,2,1,860,4,1916
310000,3,1.75,1420,4,1984
700000,3,2,2080,5,1954
269000,3,2.5,1560,3,2003
369990,4,2.5,1960,3,2002
800000,3,2.25,1620,4,1926
569000,5,3,3670,5,1952
175000,6,1.5,1930,3,1971
440000,3,1.5,1290,3,2000
435000,5,2.25,1970,3,1986
345000,3,1.75,1540,4,1955
558000,4,2,2180,3,1900
475000,2,1.75,1490,3,1983
490000,3,2,2220,3,1980
335000,3,1.75,2430,4,1978
350000,2,0.75,1392,4,1978
100000,4,1,1120,3,1939
417500,4,1,1390,4,1941
253000,3,1.75,2040,3,1962
1240000,5,3,2830,3,1923
490000,4,2.5,3020,4,1994
470000,3,1.75,2290,3,1965
483300,4,2,1210,4,1955
659000,3,2.5,2510,3,1996
480000,4,1.75,2320,3,1910
165000,3,1,970,3,1965
659500,3,1.75,1820,4,1957
219900,3,1,970,4,1967
315000,2,1,1740,4,1924
250000,3,1.75,1590,3,1984
268000,2,1,1380,3,1943
380000,4,1.5,1680,3,1959
499000,2,1,1220,3,1926
285000,2,2,1651,3,1946
183000,3,1.75,1330,4,1973
1070000,3,3,2940,4,1988
429000,3,3.25,1410,3,2005
403000,2,1,1100,4,1926
375500,3,1.5,1530,3,1975
1795000,5,3.25,5270,3,1977
516200,3,2,2110,5,1919
385000,4,1.75,1720,3,1971
515000,3,2.5,1800,3,1996
375000,4,2.5,2210,3,1999
650000,4,2.25,2560,4,1973
306888,2,1.5,1010,3,1981
870000,4,2.5,3340,3,1998
310000,4,1,1740,3,1965
251750,3,2,1320,5,1975
366000,3,1.75,1520,3,1976
429950,3,1.5,2010,3,1951
710000,3,3.5,2440,3,2000
895000,5,2.5,2550,4,1953
149500,3,1,1010,4,1959
310000,3,2.5,1780,3,1990
555000,3,2,2180,4,1930
750000,5,3.25,2750,3,1937
745000,4,3.25,3490,3,2006
695000,3,2.5,2550,3,2001
433000,3,1.75,1870,3,1959
307000,4,1,1150,3,1947
655275,3,1.75,2050,3,1962
392000,4,2.75,1940,3,1990
1180000,5,3.75,3630,3,2004
359950,3,1.75,1890,4,1952
360000,4,2,1630,5,1968
566000,4,1.75,2440,3,1954
700000,5,2.75,3100,4,1950
415000,3,2.5,2090,3,2000
199500,3,1,920,4,1962
749000,3,1,1580,3,1926
680000,3,1.75,1760,4,1960
400000,4,2.5,2530,3,1978
608000,4,2.75,2490,4,1983
589900,4,4.5,3870,3,2001
480000,5,2.5,2732,4,1975
1059500,5,3.25,3230,3,2014
915000,6,3.75,2930,3,2013
695000,4,3.5,3510,3,2001
899900,4,2.5,2580,3,2013
499950,2,2.25,1060,3,2005
533112,4,2.75,2790,3,2013
303210,4,2.5,2009,3,2014
525000,5,2.75,2880,3,2006
399950,2,1,710,4,1943
850830,3,2.5,2070,5,1910
371500,3,2,1370,5,1964
522000,3,1.75,1730,4,1980
588000,4,2,1680,3,1950
276900,2,1,1350,4,1952
248000,5,1.5,1510,4,1959
280000,3,2.5,1860,3,1989
495000,6,5,3440,3,2007
665000,6,3,4250,4,1902
290300,2,1,860,4,1931
527000,2,1.75,1640,3,1921
487028,2,1.5,1295,3,2007
325000,3,1.75,1790,3,1978
799000,3,1.5,2210,5,1916
7062500,5,4.5,10040,3,1940
354000,3,1,940,3,1965
262500,3,1.5,1160,3,1962
560200,3,2.5,1990,3,2004
220000,3,1,1050,3,1942
650000,2,1,1030,5,1928
435000,3,2.5,1420,3,2004
800000,4,3.75,2690,4,1909
1010000,4,2.5,3760,3,1987
200000,2,1,700,5,1953
295000,5,3.5,2100,3,1999
580379,4,2.75,2240,4,1976
875000,4,2.5,3470,3,1995
515000,3,2.5,3370,3,1951
599000,4,2.5,2790,3,1989
285000,3,2.5,1870,3,2005
290000,3,1.75,1520,4,1968
355000,1,1.75,750,4,1946
381000,3,1.5,1460,3,1954
571000,3,2.5,2600,3,1988
852600,4,2.5,3320,5,1977
1085000,5,2.5,2340,4,1922
371000,3,1,890,3,1951
514000,3,1.75,1720,3,1986
386000,3,1.5,1270,3,2004
464000,4,2.5,2180,4,1989
335000,4,2.25,2030,3,1963
740000,4,2.75,2490,3,1979
465000,4,1.75,1470,3,1955
700000,3,2.75,2500,5,1948
785000,3,3.5,4500,3,2004
350000,3,3.25,1460,3,2006
148000,1,1,620,3,1939
530000,3,1.75,1550,3,1927
349000,3,2.5,1430,3,2002
240000,3,1.5,1360,5,1984
330000,3,2.5,2210,3,1989
735000,4,1.75,2460,5,1909
545000,3,2.5,2180,4,1979
214950,3,1.75,1570,4,1977
657500,4,2.75,4140,3,2002
476000,3,1,1140,4,1908
2888000,5,6.25,8670,3,1965
110000,2,1,800,3,1927
292000,4,2.75,2414,3,2006
317000,3,1,1160,3,1952
455000,4,2.5,3170,3,2001
1365000,5,3.5,4210,3,1995
460000,3,2,2060,3,1929
405000,3,2,1640,3,1948
333000,2,1,720,3,1942
427000,4,1,1860,1,1901
742000,4,2.5,2810,3,1997
465000,4,2.5,2090,5,1965
809950,4,2.5,3280,3,2001
619400,4,2,2090,5,1927
762400,3,1.75,2430,3,1949
535000,5,2.25,2520,4,1978
881000,5,3,2510,5,1925
813000,4,2.75,3370,4,1948
234000,3,2,1640,5,1910
308900,3,2.5,2250,3,1994
450000,4,2.5,2300,4,1955
547500,3,3.5,1650,3,2010
399950,2,1,710,4,1943
516000,4,3.5,2550,3,2007
250000,2,1.5,982,3,2006
475000,3,2.25,1630,3,2005
415000,4,2.5,2550,3,2009
545000,2,1.25,1240,3,2014
329950,3,2.5,2456,3,2012
1325000,5,2.25,3200,3,1965
784000,3,3.5,3950,3,1989
610750,4,2.25,2180,3,1984
578000,4,2.5,3140,5,1966
1485000,4,3.75,4030,3,2006
501000,3,1.75,1970,5,1976
465250,5,2,1940,3,1957
2250000,5,4.25,4860,5,1905
1095000,0,0,3064,3,1990
315000,2,1,970,4,1908
900000,4,2.25,2460,4,1957
789500,4,2.5,3010,3,2005
678500,3,2,2460,4,1952
342500,3,2,2080,3,2002
860000,4,3.25,3960,3,2005
306000,4,2.5,2490,3,2001
580000,5,2,2060,3,1903
405000,3,1,1330,3,1984
510000,3,1.75,1600,4,1967
173000,2,1,820,4,1965
210000,4,1.75,1200,3,1968
445000,3,1,1050,4,1947
585000,3,2.5,1910,3,2007
381000,3,1.75,1800,5,1950
890000,3,2.25,2060,4,1966
235000,3,1.75,1840,4,1985
480000,3,2.5,1250,3,2005
575000,2,1,1510,3,1935
350000,4,2.25,2300,4,1904
259000,4,1.5,1490,3,1966
599000,5,2.75,2820,3,1967
210000,4,1.5,1130,4,1970
1184000,4,2.5,3200,5,1948
545000,3,1,1510,3,1909
299995,3,2.5,1970,3,1988
440000,3,1,1210,4,1910
699000,4,2.5,3280,3,1996
795000,3,2,2420,5,1979
445000,5,1.75,2460,5,1911
397990,3,1,1180,4,1948
706000,3,2.75,1900,5,1942
363000,3,3.25,1651,3,2008
850000,4,2.25,2130,4,1972
620000,2,1,1430,3,1929
1228000,4,2.5,5730,3,1991
333000,4,2.5,1910,4,1963
743000,3,1.75,2110,4,1961
448000,2,1.5,1630,4,1940
485000,4,2.5,2470,3,1989
489950,4,2.25,2640,4,1986
498500,5,2.75,2990,3,1996
531000,3,2.5,2120,3,1988
670000,3,2.5,2050,3,1956
310000,5,3,1880,3,1997
835000,3,3,2790,4,1977
1688000,4,2.5,3000,3,1937
495000,4,2.5,2140,3,2003
495000,3,2,1769,4,1955
440000,3,1,1710,4,1926
280000,1,0.75,420,3,1922
1070000,4,2.5,3270,3,1989
1034500,4,2.5,2370,3,2003
248000,4,2.5,1770,3,2003
294000,4,2.5,2210,3,1990
561000,3,2.25,1710,3,2004
656500,4,2,2710,4,1919
660000,3,3,2340,5,1925
370000,2,1,1220,4,1947
349950,3,1,1060,3,1966
223000,2,1,910,3,1957
560000,4,1.75,1880,4,1944
594000,4,1.75,1870,4,1937
600000,3,2.25,1480,4,1914
315000,3,2.5,1880,3,1993
430000,4,1.75,1890,4,1947
440000,3,2.75,1560,5,1972
312500,2,1.5,1070,3,1999
1240000,5,4,4410,3,2006
300000,3,3.25,1470,3,2008
680000,3,2.5,2570,3,2007
336750,2,2.25,1170,3,2009
822500,5,3.5,2320,5,1926
589000,4,3,2440,5,1961
863000,4,2.5,4120,3,1997
210000,2,1.75,1440,4,1978
206135,3,1,1340,4,1978
1125000,6,3.75,3010,3,2014
285000,3,1.75,1840,3,1905
230000,2,1,930,3,1986
845000,4,2.75,4070,3,2002
350000,3,1.75,1820,3,1976
304000,3,1,1280,4,1947
370000,2,1,900,3,1951
810000,3,1.75,1980,4,1952
440000,4,2.25,2010,3,1974
1030000,4,2.5,2750,3,1905
775000,4,2,3140,3,1939
1335000,5,2.25,4200,4,1906
235000,3,1.75,1900,3,1980
499950,3,1,1830,3,1926
622500,5,2.75,3320,4,1975
300000,4,2.5,2700,4,1966
205000,3,1,1290,5,1976
435000,3,1.75,1500,3,1997
697000,4,2.75,3650,4,1978
153000,3,1,1270,3,1944
454000,4,2.25,2630,3,1979
345000,2,1.5,1800,5,1987
585000,3,1,1870,4,1927
380000,4,2.5,2540,3,2000
250600,4,2.5,1930,3,1981
890000,4,2.25,2770,3,1974
370000,4,2.5,2220,3,2001
369500,3,1.5,1650,4,1961
883000,4,2.5,3670,3,1999
950000,4,2.5,3770,3,1989
615000,3,1.75,2350,4,1978
305000,3,1.5,1210,4,1983
590000,4,2.5,2010,4,1989
485000,3,2.5,1580,3,1985
215000,2,1,710,3,1943
430000,3,2,1910,3,1971
324900,4,2.5,1880,3,2000
849900,2,2,2280,3,1990
975000,5,2.75,3100,4,1973
910000,5,2.5,2350,3,1993
459950,3,1.75,1850,5,1919
325000,3,2.5,2070,3,1997
513000,4,2.75,2020,5,1958
475000,3,2.25,1580,3,1981
419000,4,2.5,2690,3,1993
760000,4,2.5,2420,3,1958
1120000,5,1.5,2540,4,1954
129000,2,1,1150,3,1950
725000,5,2.5,3210,4,1968
580000,3,2.5,2040,3,1992
385000,3,2.25,1920,4,1921
265000,4,1.75,1900,5,1958
1735000,3,2.5,4310,5,1982
330000,3,2.5,1070,3,2005
665000,4,2.5,2790,4,1989
799000,3,2.5,2860,3,2000
589000,3,2,2250,4,1925
1695000,2,2.25,3170,5,1900
538000,3,1,1460,3,1906
530100,3,1,1540,3,1926
718500,3,2,2910,4,1900
299000,3,1.75,1180,5,1962
556000,3,1.75,1640,3,1948
171000,4,2,1520,3,1920
540000,5,3,3610,3,2003
250000,3,2.25,1400,3,2012
795000,4,3.5,3200,3,2007
575000,3,3,1384,3,2006
379500,3,2.25,1410,3,2005
385000,4,2.5,2050,3,2006
415500,4,2.5,1750,3,2009
397500,3,2,1510,3,1972
530000,3,2.5,1930,3,2005
883000,4,2.5,2960,3,1985
850000,5,2.75,2920,5,1968
496752,2,1,1980,4,1923
330000,3,1.75,1430,3,1950
735000,4,2.75,2450,3,2010
525000,4,2.75,2360,3,2008
269950,3,2.5,1890,3,2002
650000,3,1.75,2140,3,1953
520500,3,2,1900,4,1940
652500,4,2.5,2700,3,1990
506000,5,3,2430,4,1957
416000,3,1,1110,4,1957
500000,4,2.75,2280,5,1960
460000,3,1.75,1550,4,1949
371025,3,2,1530,3,1977
576000,4,2.5,2440,3,2002
353500,4,2.25,1760,3,1987
1735000,4,2.25,3040,4,1926
183000,3,1.75,1070,4,1957
763101,3,1.75,1990,4,1939
460000,2,1.5,1090,3,1951
825000,4,1.5,1890,3,1919
265000,3,1,1000,3,1969
295000,3,1.75,1770,3,1960
418000,4,3,2360,3,1960
554000,3,3.5,3380,3,1999
534500,3,2.5,1700,3,2005
690000,2,1.75,1600,5,1918
530000,4,2.5,2050,3,1988
357186,2,1.75,1210,3,2014
300000,5,3,1940,3,2007
304000,4,2,1810,2,1967
385000,4,1.75,1690,4,1984
415000,4,2,1800,4,1923
963000,4,3.5,3280,3,2007
792500,4,2.5,4290,3,2004
309212,3,1.75,1150,3,1979
235000,2,1.5,880,3,1999
667000,3,1.5,1720,3,1907
